Reporting_Period,County,Facility_Name,    Number_of_Incarcerated_in_the_Facility    ,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
04/10/21,Merced,John Latorraca Correctional Center - No Data Reported,,,,,,,,,,,,,,
04/17/21,Merced,John Latorraca Correctional Center - No Data Reported,,,,,,,,,,,,,,
04/24/21,Merced,John Latorraca Correctional Center - No Data Reported,,,,,,,,,,,,,,
07/25/20,Merced,Merced County Jail,437,64,0,0,,,0,0,0,,,,,
08/01/20,Merced,Merced County Jail,539,74,<11,<11,,,0,0,0,,,,,
08/08/20,Merced,Merced County Jail,556,101,<11,<11,,,0,0,0,,,,,
08/15/20,Merced,Merced County Jail,436,12,<11,<11,,,0,0,0,,,,,
08/22/20,Merced,Merced County Jail,339,90,<11,<11,,,0,0,0,,,,,
08/29/20,Merced,Merced County Jail,564,94,<11,<11,,,0,0,0,,,,,
09/05/20,Merced,Merced County Jail,440,99,<11,<11,,,0,0,0,,,,,
09/12/20,Merced,Merced County Jail,534,24,<11,<11,,,0,0,0,,,,,
09/19/20,Merced,Merced County Jail,516,99,0,0,,,0,0,0,,,,,
09/26/20,Merced,Merced County Jail,529,124,<11,<11,,,0,0,0,,,,,
10/24/20,Merced,Merced County Jail,U,120,<11,<11,,,0,0,0,,,,,
10/31/20,Merced,Merced County Jail,448,107,<11,<11,,,0,0,0,,,,,
11/28/20,Merced,Merced County Jail,560,85,<11,<11,,,0,0,0,,,,,
12/05/20,Merced,Merced County Jail,483,80,<11,<11,,,0,0,0,,,,,
12/12/20,Merced,Merced County Jail,472,91,<11,<11,,,0,0,0,,,,,
12/19/20,Merced,Merced County Jail,466,75,<11,<11,,,0,0,0,,,,,
12/26/20,Merced,Merced County Jail,449,66,<11,<11,,,0,0,0,,,,,
01/02/21,Merced,Merced County Jail,454,93,<11,<11,,,0,0,0,,,,,
01/09/21,Merced,Merced County Jail,471,84,<11,<11,,,0,0,0,,,,,
01/16/21,Merced,Merced County Jail,481,76,<11,<11,,,0,0,0,,,,,
01/23/21,Merced,Merced County Jail,485,75,<11,<11,,,0,0,0,,,,,
01/30/21,Merced,Merced County Jail,479,68,0,0,,,0,0,0,,,,,
02/06/21,Merced,Merced County Jail,499,94,<11,<11,,,0,0,0,,,,,
02/13/21,Merced,Merced County Jail,493,86,<11,<11,,,0,0,0,,,,,
02/20/21,Merced,Merced County Jail,502,92,<11,<11,,,0,0,0,,,,,
02/27/21,Merced,Merced County Jail,522,116,0,0,,,0,0,0,,,,,
03/06/21,Merced,Merced County Jail,526,104,0,0,,,0,0,0,,,,,
03/13/21,Merced,Merced County Jail,532,81,<11,<11,,,0,0,0,,,,,
03/20/21,Merced,Merced County Jail,530,91,<11,<11,,,0,0,0,,,,,
04/03/21,Merced,Merced County Jail,548,100,<11,<11,,,0,0,0,,,,,
04/10/21,Merced,Merced County Jail,562,96,0,0,,,0,0,0,,,,,
04/17/21,Merced,Merced County Jail,531,123,0,0,,,0,0,0,,,,,
04/24/21,Merced,Merced County Jail,542,91,<11,<11,,,0,0,0,,,,,
05/01/21,Merced,Merced County Jail,547,124,0,0,,,,,,,,,,
03/27/21,Merced,Merced County Jail/John Latorraca Correctional Center,512,97,0,0,0,0,0,0,0,,,,,
05/22/21,Merced,Merced County Jail/John Latorraca Correctional Center,549,104,20,<11,0,0,0,0,0,,,,,
10/03/20,Merced,No Data Reported,,,,,,,,,,,,,,
10/10/20,Merced,No Data Reported,,,,,,,,,,,,,,
10/17/20,Merced,No Data Reported,,,,,,,,,,,,,,
11/07/20,Merced,No Data Reported,,,,,,,,,,,,,,
11/14/20,Merced,No Data Reported,,,,,,,,,,,,,,
11/21/20,Merced,No Data Reported,,,,,,,,,,,,,,
05/08/21,Merced,No Data Reported,,,,,,,,,,,,,,
05/15/21,Merced,No Data Reported,,,,,,,,,,,,,,
05/29/21,Merced,No Data Reported,,,,,,,,,,,,,,
06/05/21,Merced,No Data Reported,,,,,,,,,,,,,,
06/12/21,Merced,No Data Reported,,,,,,,,,,,,,,
06/19/21,Merced,No Data Reported,,,,,,,,,,,,,,
06/26/21,Merced,No Data Reported,,,,,,,,,,,,,,
07/03/21,Merced,No Data Reported,,,,,,,,,,,,,,
07/10/21,Merced,No Data Reported,,,,,,,,,,,,,,
07/17/21,Merced,No Data Reported,,,,,,,,,,,,,,
07/24/21,Merced,No Data Reported,,,,,,,,,,,,,,
07/31/21,Merced,No Data Reported,,,,,,,,,,,,,,
08/07/21,Merced,No Data Reported,,,,,,,,,,,,,,
08/14/21,Merced,No Data Reported,,,,,,,,,,,,,,
08/21/21,Merced,No Data Reported,,,,,,,,,,,,,,
08/28/21,Merced,No Data Reported,,,,,,,,,,,,,,
09/04/21,Merced,No Data Reported,,,,,,,,,,,,,,
09/11/21,Merced,No Data Reported,,,,,,,,,,,,,,
09/18/21,Merced,No Data Reported,,,,,,,,,,,,,,
09/25/21,Merced,No Data Reported,,,,,,,,,,,,,,
10/02/21,Merced,No Data Reported,,,,,,,,,,,,,,
10/09/21,Merced,No Data Reported,,,,,,,,,,,,,,
10/16/21,Merced,No Data Reported,,,,,,,,,,,,,,
10/23/21,Merced,No Data Reported,,,,,,,,,,,,,,
10/30/21,Merced,No Data Reported,,,,,,,,,,,,,,
11/06/21,Merced,No Data Reported,,,,,,,,,,,,,,
11/13/21,Merced,No Data Reported,,,,,,,,,,,,,,
11/20/21,Merced,No Data Reported,,,,,,,,,,,,,,
11/27/21,Merced,No Data Reported,,,,,,,,,,,,,,
12/04/21,Merced,No Data Reported,,,,,,,,,,,,,,
12/11/21,Merced,No Data Reported,,,,,,,,,,,,,,
12/18/21,Merced,No Data Reported,,,,,,,,,,,,,,
12/25/21,Merced,No Data Reported,,,,,,,,,,,,,,
01/01/22,Merced,No Data Reported,,,,,,,,,,,,,,
01/08/22,Merced,No Data Reported,,,,,,,,,,,,,,
01/15/22,Merced,No Data Reported,,,,,,,,,,,,,,
01/22/22,Merced,No Data Reported,,,,,,,,,,,,,,
01/29/22,Merced,No Data Reported,,,,,,,,,,,,,,
02/05/22,Merced,No Data Reported,,,,,,,,,,,,,,
02/12/22,Merced,No Data Reported,,,,,,,,,,,,,,
02/19/22,Merced,No Data Reported,,,,,,,,,,,,,,
02/26/22,Merced,No Data Reported,,,,,,,,,,,,,,
03/05/22,Merced,No Data Reported,,,,,,,,,,,,,,
03/12/22,Merced,No Data Reported,,,,,,,,,,,,,,
03/19/22,Merced,No Data Reported,,,,,,,,,,,,,,
03/26/22,Merced,No Data Reported,,,,,,,,,,,,,,
08/01/20,Merced,,,,,,,,,,,,0,0,0,
08/08/20,Merced,,,,,,,,,,,,0,0,0,
08/15/20,Merced,,,,,,,,,,,,0,0,0,
08/22/20,Merced,,,,,,,,,,,,0,0,0,
08/29/20,Merced,,,,,,,,,,,,0,0,0,
09/05/20,Merced,,,,,,,,,,,,0,0,0,
09/12/20,Merced,,,,,,,,,,,,0,0,0,
09/19/20,Merced,,,,,,,,,,,,0,0,0,
09/26/20,Merced,,,,,,,,,,,,0,0,0,
10/03/20,Merced,,,,,,,,,,,,No Data Reported,,,
10/10/20,Merced,,,,,,,,,,,,No Data Reported,,,
10/17/20,Merced,,,,,,,,,,,,No Data Reported,,,
10/24/20,Merced,,,,,,,,,,,,0,0,0,
10/31/20,Merced,,,,,,,,,,,,0,0,0,
11/07/20,Merced,,,,,,,,,,,,No Data Reported,,,
11/14/20,Merced,,,,,,,,,,,,No Data Reported,,,
11/21/20,Merced,,,,,,,,,,,,No Data Reported,,,
11/28/20,Merced,,,,,,,,,,,,0,0,0,
12/05/20,Merced,,,,,,,,,,,,0,0,0,
12/12/20,Merced,,,,,,,,,,,,0,0,0,
12/19/20,Merced,,,,,,,,,,,,0,0,0,
12/26/20,Merced,,,,,,,,,,,,0,0,0,
01/02/21,Merced,,,,,,,,,,,,0,0,0,
01/09/21,Merced,,,,,,,,,,,,0,0,0,
01/16/21,Merced,,,,,,,,,,,,0,0,0,
01/23/21,Merced,,,,,,,,,,,,0,0,0,
01/30/21,Merced,,,,,,,,,,,,0,0,0,
02/06/21,Merced,,,,,,,,,,,,0,0,0,
02/13/21,Merced,,,,,,,,,,,,0,0,0,
02/20/21,Merced,,,,,,,,,,,,0,0,0,
02/27/21,Merced,,,,,,,,,,,,0,0,0,
03/06/21,Merced,,,,,,,,,,,,0,0,0,
03/13/21,Merced,,,,,,,,,,,,0,0,0,
03/20/21,Merced,,,,,,,,,,,,0,0,0,
03/27/21,Merced,,,,,,,,,,,,No Data Reported,,,
04/03/21,Merced,,,,,,,,,,,,0,0,0,
04/10/21,Merced,,,,,,,,,,,,0,0,0,
04/17/21,Merced,,,,,,,,,,,,0,0,0,
04/24/21,Merced,,,,,,,,,,,,0,0,0,
05/01/21,Merced,,,,,,,,,,,,No Data Reported,,,
05/08/21,Merced,,,,,,,,,,,,No Data Reported,,,
05/15/21,Merced,,,,,,,,,,,,No Data Reported,,,
05/22/21,Merced,,,,,,,,,,,,No Data Reported,,,
05/29/21,Merced,,,,,,,,,,,,No Data Reported,,,
06/05/21,Merced,,,,,,,,,,,,No Data Reported,,,
06/12/21,Merced,,,,,,,,,,,,No Data Reported,,,
06/19/21,Merced,,,,,,,,,,,,No Data Reported,,,
06/26/21,Merced,,,,,,,,,,,,No Data Reported,,,
07/03/21,Merced,,,,,,,,,,,,No Data Reported,,,
07/10/21,Merced,,,,,,,,,,,,No Data Reported,,,
07/17/21,Merced,,,,,,,,,,,,No Data Reported,,,
07/24/21,Merced,,,,,,,,,,,,No Data Reported,,,
07/25/21,Merced,,,,,,,,,,,,0,0,0,
07/31/21,Merced,,,,,,,,,,,,No Data Reported,,,
08/07/21,Merced,,,,,,,,,,,,No Data Reported,,,
08/14/21,Merced,,,,,,,,,,,,No Data Reported,,,
08/21/21,Merced,,,,,,,,,,,,No Data Reported,,,
08/28/21,Merced,,,,,,,,,,,,No Data Reported,,,
09/04/21,Merced,,,,,,,,,,,,No Data Reported,,,
09/11/21,Merced,,,,,,,,,,,,No Data Reported,,,
09/18/21,Merced,,,,,,,,,,,,No Data Reported,,,
09/25/21,Merced,,,,,,,,,,,,No Data Reported,,,
10/02/21,Merced,,,,,,,,,,,,No Data Reported,,,
10/09/21,Merced,,,,,,,,,,,,No Data Reported,,,
10/16/21,Merced,,,,,,,,,,,,No Data Reported,,,
10/23/21,Merced,,,,,,,,,,,,No Data Reported,,,
10/30/21,Merced,,,,,,,,,,,,No Data Reported,,,
11/06/21,Merced,,,,,,,,,,,,No Data Reported,,,
11/13/21,Merced,,,,,,,,,,,,No Data Reported,,,
11/20/21,Merced,,,,,,,,,,,,No Data Reported,,,
11/27/21,Merced,,,,,,,,,,,,No Data Reported,,,
12/04/21,Merced,,,,,,,,,,,,No Data Reported,,,
12/11/21,Merced,,,,,,,,,,,,No Data Reported,,,
12/18/21,Merced,,,,,,,,,,,,No Data Reported,,,
12/25/21,Merced,,,,,,,,,,,,No Data Reported,,,
01/01/22,Merced,,,,,,,,,,,,No Data Reported,,,
01/08/22,Merced,,,,,,,,,,,,No Data Reported,,,
01/15/22,Merced,,,,,,,,,,,,No Data Reported,,,
01/22/22,Merced,,,,,,,,,,,,No Data Reported,,,
01/29/22,Merced,,,,,,,,,,,,No Data Reported,,,
02/05/22,Merced,,,,,,,,,,,,No Data Reported,,,
02/12/22,Merced,,,,,,,,,,,,No Data Reported,,,
02/19/22,Merced,,,,,,,,,,,,No Data Reported,,,
02/26/22,Merced,,,,,,,,,,,,No Data Reported,,,
03/05/22,Merced,,,,,,,,,,,,No Data Reported,,,
03/12/22,Merced,,,,,,,,,,,,No Data Reported,,,
03/19/22,Merced,,,,,,,,,,,,No Data Reported,,,
03/26/22,Merced,,,,,,,,,,,,No Data Reported,,,
07/25/20,Modoc,Modoc County Jail,28,0,0,0,0,0,0,0,0,,,,,
08/08/20,Modoc,Modoc County Jail,24,0,0,0,0,0,0,0,0,,,,,
08/15/20,Modoc,Modoc County Jail,25,0,0,0,0,0,0,0,0,,,,,
08/22/20,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
08/29/20,Modoc,Modoc County Jail,32,0,0,0,0,0,0,0,0,,,,,
09/05/20,Modoc,Modoc County Jail,35,0,0,0,0,0,0,0,0,,,,,
09/12/20,Modoc,Modoc County Jail,33,0,0,0,0,0,0,0,0,,,,,
09/19/20,Modoc,Modoc County Jail,34,0,0,0,0,0,0,0,0,,,,,
09/26/20,Modoc,Modoc County Jail,34,0,0,,,,0,0,0,,,,,
10/03/20,Modoc,Modoc County Jail,34,0,0,0,0,0,0,0,0,,,,,
10/10/20,Modoc,Modoc County Jail,35,0,0,0,0,0,0,0,0,,,,,
10/17/20,Modoc,Modoc County Jail,39,<11,0,0,0,0,0,0,0,<11 tested are for inmates headed to CDCR. we are waiting on the test results for them,,,,
10/24/20,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
10/31/20,Modoc,Modoc County Jail,22,0,0,0,0,0,0,0,0,,,,,
11/07/20,Modoc,Modoc County Jail,24,0,0,0,0,0,0,0,0,,,,,
11/14/20,Modoc,Modoc County Jail,25,0,0,0,0,0,0,0,0,,,,,
11/21/20,Modoc,Modoc County Jail,29,0,0,0,0,0,0,0,0,,,,,
11/28/20,Modoc,Modoc County Jail,29,0,0,0,0,0,0,0,0,,,,,
12/05/20,Modoc,Modoc County Jail,31,0,0,0,0,0,0,0,0,,,,,
12/12/20,Modoc,Modoc County Jail,29,0,0,0,0,0,0,0,0,,,,,
12/19/20,Modoc,Modoc County Jail,28,0,0,0,0,0,0,0,0,,,,,
12/26/20,Modoc,Modoc County Jail,33,0,0,0,0,0,0,0,0,,,,,
01/02/21,Modoc,Modoc County Jail,32,0,0,0,0,0,0,0,0,,,,,
01/09/21,Modoc,Modoc County Jail,30,0,0,0,0,0,0,0,0,0,,,,
01/16/21,Modoc,Modoc County Jail,28,0,0,0,0,0,0,0,0,,,,,
01/23/21,Modoc,Modoc County Jail,33,0,0,0,0,0,0,0,0,,,,,
01/30/21,Modoc,Modoc County Jail,32,0,0,0,0,0,0,0,0,,,,,
02/06/21,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,"<11 tested for rehab, waiting on results",,,,
02/13/21,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
02/20/21,Modoc,Modoc County Jail,29,0,0,0,0,0,0,0,0,,,,,
02/27/21,Modoc,Modoc County Jail,34,0,0,0,0,0,0,0,0,,,,,
03/06/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,<11 tested in order to transport to Prison,,,,
03/13/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
03/20/21,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
03/27/21,Modoc,Modoc County Jail,27,<11,0,0,0,0,0,0,0,,,,,
04/03/21,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
04/10/21,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
04/17/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
04/24/21,Modoc,Modoc County Jail,28,<11,0,0,0,0,0,0,0,<11 tested for prison transport,,,,
05/01/21,Modoc,Modoc County Jail,23,<11,0,0,0,0,0,0,0,<11 tested for transport to prison all neg,,,,
05/08/21,Modoc,Modoc County Jail,21,<11,0,0,0,0,0,0,0,,,,,
05/15/21,Modoc,Modoc County Jail,25,<11,0,0,0,0,0,0,0,,,,,
05/22/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
05/29/21,Modoc,Modoc County Jail,26,<11,0,0,0,0,0,0,0,,,,,
06/05/21,Modoc,Modoc County Jail,22,<11,0,0,0,0,0,0,0,,,,,
06/12/21,Modoc,Modoc County Jail,25,30,0,0,0,0,0,0,0,,,,,
06/19/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
06/26/21,Modoc,Modoc County Jail,24,15,0,0,0,0,0,0,0,,,,,
07/03/21,Modoc,Modoc County Jail,26,<11,0,0,0,0,0,0,0,,,,,
07/10/21,Modoc,Modoc County Jail,25,<11,0,0,0,0,0,0,0,,,,,
07/17/21,Modoc,Modoc County Jail,25,<11,0,0,0,0,0,0,0,,,,,
07/24/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
07/31/21,Modoc,Modoc County Jail,27,<11,0,0,0,0,0,0,0,,,,,
08/07/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
08/14/21,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
08/21/21,Modoc,Modoc County Jail,27,<11,0,0,0,0,0,0,0,,,,,
08/28/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
09/04/21,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
09/11/21,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
09/18/21,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
09/25/21,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
10/02/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
10/09/21,Modoc,Modoc County Jail,34,0,0,0,0,0,0,0,0,,,,,
10/16/21,Modoc,Modoc County Jail,32,32,<11,0,<11,<11,0,0,0,,,,,
10/23/21,Modoc,Modoc County Jail,33,33,<11,0,<11,<11,0,<11,0,,,,,
10/30/21,Modoc,Modoc County Jail,30,21,<11,0,0,<11,0,<11,0,,,,,
11/06/21,Modoc,Modoc County Jail,30,<11,0,0,0,0,0,<11,0,All inmates have recovered jail is now covid free,,,,
11/13/21,Modoc,Modoc County Jail,28,<11,0,0,0,0,0,0,0,,,,,
11/20/21,Modoc,Modoc County Jail,28,14,0,0,<11,0,0,0,0,,,,,
11/27/21,Modoc,Modoc County Jail,29,<11,0,0,0,0,0,0,0,,,,,
12/04/21,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
12/11/21,Modoc,Modoc County Jail,30,<11,0,0,0,0,0,0,0,,,,,
12/18/21,Modoc,Modoc County Jail,23,<11,0,0,0,0,0,0,0,<11 tested for transport to prison.,,,,
12/25/21,Modoc,Modoc County Jail,U,26,0,0,0,0,0,0,0,,,,,
01/01/22,Modoc,Modoc County Jail,24,<11,0,0,0,0,0,0,0,,,,,
01/08/22,Modoc,Modoc County Jail,24,11,<11,0,0,<11,0,0,0,Positive case(s) are fully vaccinated and has booster shot,,,,
01/15/22,Modoc,Modoc County Jail,21,11,<11,<11,<11,<11,0,<11,0,Positive inmate(s) at intake were cited out and released.,,,,
01/22/22,Modoc,Modoc County Jail,24,<11,0,0,0,0,0,0,0,,,,,
01/29/22,Modoc,Modoc County Jail,27,11,0,0,0,0,0,0,0,,,,,
02/05/22,Modoc,Modoc County Jail,24,<11,0,0,0,0,0,0,0,,,,,
02/12/22,Modoc,Modoc County Jail,22,<11,0,0,0,0,0,0,0,,,,,
02/19/22,Modoc,Modoc County Jail,U,<11,0,0,0,0,0,0,0,,,,,
02/26/22,Modoc,Modoc County Jail,U,<11,0,0,0,0,0,0,0,,,,,
03/05/22,Modoc,Modoc County Jail,20,18,<11,<11,0,0,0,0,0,the positive at intake was cited out and released.,,,,
03/12/22,Modoc,Modoc County Jail,20,<11,0,0,0,0,0,0,0,,,,,
03/19/22,Modoc,Modoc County Jail,23,<11,0,0,0,0,0,0,0,,,,,
03/26/22,Modoc,Modoc County Jail,24,<11,0,0,0,0,0,0,0,,,,,
08/01/20,Modoc,No Data Reported,,,,,,,,,,,,,,
07/25/20,Modoc,,,,,,,,,,,,0,0,0,
08/01/20,Modoc,,,,,,,,,,,,No Data Reported,,,
08/08/20,Modoc,,,,,,,,,,,,0,0,0,
08/15/20,Modoc,,,,,,,,,,,,0,0,0,
08/22/20,Modoc,,,,,,,,,,,,0,0,0,
08/29/20,Modoc,,,,,,,,,,,,0,0,0,
09/05/20,Modoc,,,,,,,,,,,,<11,0,0,
09/12/20,Modoc,,,,,,,,,,,,0,0,0,
09/19/20,Modoc,,,,,,,,,,,,<11,0,0,
09/26/20,Modoc,,,,,,,,,,,,0,0,0,
10/03/20,Modoc,,,,,,,,,,,,0,0,0,
10/10/20,Modoc,,,,,,,,,,,,0,0,0,
10/17/20,Modoc,,,,,,,,,,,,0,0,0,
10/24/20,Modoc,,,,,,,,,,,,0,0,0,
10/31/20,Modoc,,,,,,,,,,,,<11,<11,<11,
11/07/20,Modoc,,,,,,,,,,,,<11,0,0,
11/14/20,Modoc,,,,,,,,,,,,0,0,0,
11/21/20,Modoc,,,,,,,,,,,,0,0,0,
11/28/20,Modoc,,,,,,,,,,,,<11,0,0,
12/05/20,Modoc,,,,,,,,,,,,<11,0,0,<11 staff members are off of isolation. <11 negative
12/12/20,Modoc,,,,,,,,,,,,0,0,0,
12/19/20,Modoc,,,,,,,,,,,,0,0,0,
12/26/20,Modoc,,,,,,,,,,,,<11,0,0,
01/02/21,Modoc,,,,,,,,,,,,0,0,0,
01/09/21,Modoc,,,,,,,,,,,,0,0,0,
01/16/21,Modoc,,,,,,,,,,,,0,0,0,<11 on quarantine due to exposure
01/23/21,Modoc,,,,,,,,,,,,<11,<11,0,Staff was on Quarantine due to exposure to positive individuals
01/30/21,Modoc,,,,,,,,,,,,0,0,<11,<11 positive staff member(s) have recovered and are back to work
02/06/21,Modoc,,,,,,,,,,,,0,0,0,
02/13/21,Modoc,,,,,,,,,,,,0,0,0,
02/20/21,Modoc,,,,,,,,,,,,0,0,0,
02/27/21,Modoc,,,,,,,,,,,,0,0,0,
03/06/21,Modoc,,,,,,,,,,,,<11,<11,0,
03/13/21,Modoc,,,,,,,,,,,,0,0,<11,
03/20/21,Modoc,,,,,,,,,,,,0,0,0,
03/27/21,Modoc,,,,,,,,,,,,0,0,0,
04/03/21,Modoc,,,,,,,,,,,,<11,0,0,
04/10/21,Modoc,,,,,,,,,,,,0,0,0,
04/17/21,Modoc,,,,,,,,,,,,0,0,0,
04/24/21,Modoc,,,,,,,,,,,,0,0,0,
05/01/21,Modoc,,,,,,,,,,,,<11,0,0,
05/08/21,Modoc,,,,,,,,,,,,<11,0,0,
05/15/21,Modoc,,,,,,,,,,,,0,0,0,
05/22/21,Modoc,,,,,,,,,,,,<11,0,0,
05/29/21,Modoc,,,,,,,,,,,,0,0,0,
06/05/21,Modoc,,,,,,,,,,,,0,0,0,
06/12/21,Modoc,,,,,,,,,,,,<11,<11,0,<11 staff member(s) tested positive and quarantined
06/19/21,Modoc,,,,,,,,,,,,0,0,<11,<11 members of our staff were positive all have recovered.
06/26/21,Modoc,,,,,,,,,,,,<11,0,0,
07/03/21,Modoc,,,,,,,,,,,,0,0,0,
07/10/21,Modoc,,,,,,,,,,,,<11,<11,<11,
07/17/21,Modoc,,,,,,,,,,,,0,0,0,
07/24/21,Modoc,,,,,,,,,,,,0,0,0,
07/31/21,Modoc,,,,,,,,,,,,0,0,0,
08/07/21,Modoc,,,,,,,,,,,,<11,0,0,
08/14/21,Modoc,,,,,,,,,,,,0,0,0,
08/21/21,Modoc,,,,,,,,,,,,<11,0,0,<11 CO's was/were exposed to a family member. <11 CO's tested before each shift and was/were neg.
08/28/21,Modoc,,,,,,,,,,,,<11,<11,0,
09/04/21,Modoc,,,,,,,,,,,,<11,0,<11,
09/11/21,Modoc,,,,,,,,,,,,<11,0,<11,
09/18/21,Modoc,,,,,,,,,,,,0,0,0,
09/25/21,Modoc,,,,,,,,,,,,0,0,0,
10/02/21,Modoc,,,,,,,,,,,,<11,0,0,
10/09/21,Modoc,,,,,,,,,,,,0,0,0,
10/16/21,Modoc,,,,,,,,,,,,<11,0,0,
10/23/21,Modoc,,,,,,,,,,,,13,<11,0,
10/30/21,Modoc,,,,,,,,,,,,13,<11,<11,
11/06/21,Modoc,,,,,,,,,,,,<11,0,<11,all staff members have recovered.
11/13/21,Modoc,,,,,,,,,,,,<11,0,0,
11/20/21,Modoc,,,,,,,,,,,,<11,0,0,
11/27/21,Modoc,,,,,,,,,,,,<11,0,0,
12/04/21,Modoc,,,,,,,,,,,,0,0,0,
12/11/21,Modoc,,,,,,,,,,,,<11,0,0,
12/18/21,Modoc,,,,,,,,,,,,<11,0,0,
12/25/21,Modoc,,,,,,,,,,,,<11,0,0,
01/01/22,Modoc,,,,,,,,,,,,<11,0,0,
01/08/22,Modoc,,,,,,,,,,,,<11,0,0,
01/15/22,Modoc,,,,,,,,,,,,<11,0,0,
01/22/22,Modoc,,,,,,,,,,,,<11,0,0,
01/29/22,Modoc,,,,,,,,,,,,<11,<11,0,
02/05/22,Modoc,,,,,,,,,,,,<11,<11,<11,
02/12/22,Modoc,,,,,,,,,,,,<11,0,<11,
02/19/22,Modoc,,,,,,,,,,,,0,0,0,
02/26/22,Modoc,,,,,,,,,,,,0,0,0,
03/05/22,Modoc,,,,,,,,,,,,<11,0,0,
03/12/22,Modoc,,,,,,,,,,,,0,0,0,
03/19/22,Modoc,,,,,,,,,,,,<11,0,0,
03/26/22,Modoc,,,,,,,,,,,,<11,0,0,
07/25/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
08/01/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
08/08/20,Mono,Mono County Jail,25,<11,0,0,0,0,0,0,0,,,,,
08/15/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
08/22/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
08/29/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
09/05/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
09/12/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
09/19/20,Mono,Mono County Jail,24,<11,0,0,0,0,0,0,0,,,,,
09/26/20,Mono,Mono County Jail,24,<11,0,0,0,0,0,0,0,,,,,
10/03/20,Mono,Mono County Jail,24,<11,0,0,0,0,0,0,0,,,,,
10/10/20,Mono,Mono County Jail,20,<11,0,0,0,0,0,0,0,,,,,
10/17/20,Mono,Mono County Jail,19,<11,0,0,0,0,0,0,0,,,,,
10/24/20,Mono,Mono County Jail,20,<11,0,0,0,0,0,0,0,,,,,
10/31/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
11/07/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
11/14/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
11/21/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
11/28/20,Mono,Mono County Jail,20,0,0,0,0,0,0,0,0,,,,,
12/05/20,Mono,Mono County Jail,21,21,<11,0,<11,<11,0,<11,0,We tested all of our inmates one day last week.,,,,
12/12/20,Mono,Mono County Jail,21,0,0,,,,0,0,0,,,,,
12/19/20,Mono,Mono County Jail,19,<11,0,,,,0,<11,0,,,,,
12/26/20,Mono,Mono County Jail,18,<11,0,,,,0,0,0,,,,,
01/02/21,Mono,Mono County Jail,18,0,0,,,,0,0,0,,,,,
01/09/21,Mono,Mono County Jail,21,<11,0,,,,0,0,0,,,,,
01/16/21,Mono,Mono County Jail,19,<11,0,,,,0,0,0,,,,,
01/23/21,Mono,Mono County Jail,18,<11,0,,,,0,0,0,,,,,
01/30/21,Mono,Mono County Jail,16,<11,0,,,,0,0,0,,,,,
